마을명,시군구명,읍면동명,행정리명,관광지명,관광지유형,소재지도로명주소,소재지지번주소,위도,경도,면적,지정일자,수용인원수,주차가능수,관광지소개,휴무일,운영시간,요금정보,주요목적,편의시설,관리기관명,관리기관전화번호,데이터기준일자
서광동리마을,서귀포시,안덕면,서광동리,소인국테마파크,테마파크,제주특별자치도 서귀포시 안덕면 중산간서로 1878,제주특별자치도 서귀포시 안덕면 서광리 725,33.29056728,126.3225515,,,,,"소인국 테마파크는 2만여평의 부지에 30여개국 100여점의 유명 건축물 미니어처와 제주도의 돌문화, 민속신앙, 공룡화석 등을 갖춘 복합문화공간으로 국내 최대의 미니어처 테마파크",연중무휴,(평일+주말+공휴일)09:00~18:00,12000원(성인)+9000원(청소년+군인+경로+장애인)+7000원(어린이),관람,공용주차장+현금결제+카드결제+화장실+무료WIFI,소인국 테마파크,064-793-5400,2022-09-30
서광서리마을,서귀포시,안덕면,서광서리,트로이테마농원,관광농원,제주특별자치도 서귀포시 안덕면 녹차분재로 56,제주특별자치도 서귀포시 안덕면 서광리 1412,33.29073601,126.302123,,,,,감귤 밭에서 이색 승마체험을 즐길 수 있는 관광농원,연중무휴,(평일+공휴일+하절기)09:00~18:00+(평일+공휴일+동절기)09:00~17:00,12000원(승마체험)+5000원(감귤체험),체험,공용주차장+현금결제+카드결제+화장실+무료WIFI,트로이테마농원,0507-1342-8625,2022-09-30
서광서리마을,서귀포시,안덕면,서광서리,제주신화전설탐방로신나락만나락,관람+체험,제주특별자치도 서귀포시 안덕면 녹차분재로 218,제주특별자치도 서귀포시 안덕면 서광리 산39,33.30472285,126.2994374,,,,,32㎞의 곶자왈 숲길과 돌담길로 이뤄진 탐방로,연중무휴,(평일+주말+공휴일)00:00~24:00,무료,산책,공용주차장,람정 제주개발주식회사,064-797-5773,2022-09-30
서광서리마을,서귀포시,안덕면,서광서리,제주항공우주박물관,박물관,제주특별자치도 서귀포시 안덕면 녹차분재로 218 제주항공우주박물관,제주특별자치도 서귀포시 안덕면 서광리 산39,33.30419233,126.2996913,,,,,"제주항공우주박물관(JAM)은 미래 첨단산업인 우주와 항공을 테마로 교육과 엔터테인먼트를 접목한 체험형 공간과 전시프로그램, 천문대와 전망대 등을 조성하여 방문객들에게 꿈과 비전을 제시함",매월2번째월요일,(평일+주말+공휴일)09:00~18:00,10000원(성인개인)+9000원(성인단체)+8000원(청소년단체+어린이개인),관람,공용주차장+현금결제+카드결제+화장실+무료WIFI,제주국제자유도시개발센터,064-800-2000,2022-09-30
서광서리마을,서귀포시,안덕면,서광서리,오설록티뮤지엄,박물관,제주특별자치도 서귀포시 안덕면 신화역사로 15,제주특별자치도 서귀포시 안덕면 서광리1235-1,33.30591733,126.2894877,,,,,국내 최초의 차박물관,연중무휴,(평일+주말+공휴일)09:00~19:00,무료,관람,공용주차장+현금결제+카드결제+화장실+무료WIFI,㈜오설록,064-794-5312,2022-09-30
서광서리마을,서귀포시,안덕면,서광서리,신화워터파크,워터파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98 신화테마파크,제주특별자치도 서귀포시 안덕면 서광리 산24,33.30595681,126.3153914,,,,,"파도풀, 유수풀을 포함한 18개의 풀과 슬라이드, 6개의 식음 매장, 찜질방까지 갖춘 제주 최대 실내외 워터파크로 3,000명까지 동시 수용할 수 있음",연중무휴,(평일+주말+공휴일)12:00~20:00,60000원(자유이용권),오락,공용주차장+현금결제+카드결제+화장실+무료WIFI,람정제주개발주식회사,1670-1188,2022-09-30
서광서리마을,서귀포시,안덕면,서광서리,신화테마파크,테마파크,제주특별자치도 서귀포시 안덕면 신화역사로304번길 98 신화테마파크,제주특별자치도 서귀포시 안덕면 서광리 산35-16,33.30475706,126.31528,,,,,한국 토종 애니메이션으로 세계적인 인기를 끈 라바의 세계관이 곳곳에 심어진 정통 테마파크,연중무휴,(평일+주말+공휴일)10:00~20:00,40000원(자유이용권)+17000원(빅3)+6000원(싱글라이드),오락,공용주차장+현금결제+카드결제+화장실+무료WIFI,람정제주개발주식회사,1670-1188,2022-09-30
창천리마을,서귀포시,안덕면,창천리,신산오름,오름,,제주특별자치도 서귀포시 안덕면 창천리 328,33.26286001,126.3624799,66974,,,,"원형 분화구에서 북쪽으로의 용암유출에 의해 북쪽으로 터진 형태의 말굽형 화구를 이루고 있으며, 오름 사면 대부분이 감귤 밭과 묘지로 이루어져 있음",,,,등산,공용주차장,제주도청,064-120,2022-09-30
화순리마을,서귀포시,안덕면,화순리,화순곶자왈생태탐방숲길,곶자왈,제주특별자치도 서귀포시 안덕면 화순서동로 151,제주특별자치도 서귀포시 안덕면 화순리 2045-5,33.2640498,126.3319324,,,,,"하나의 숲에서 북방한계식물과 남방한계식물을 동시에 관찰할 수 곳이며, 총 9km에 걸쳐 분포하나, 기본 코스의 경우 보통 걸음으로 30~40분이며 한 바퀴를 다 둘러볼 수 있음",연중무휴,(평일+주말+공휴일)00:00~24:00,무료,산책,공용주차장+화장실+무료WIFI,제주 곶자왈 도립공원,064-794-9008,2022-09-30
화순리마을,서귀포시,안덕면,화순리,화순금모래해변,해변,,제주특별자치도 서귀포시 안덕면 화순리 776-8,33.23998555,126.3335908,,,,,"소금막 해변 백사장이 넓게 펼쳐져 있고 뒤로는 산방산이 있으며, 앞으로는 가파도, 마라도, 형제섬 등이 한눈에 펼쳐져, 마치 동양의 산수화를 연상케 할 만큼 아름다운 해변이 있음",연중무휴,(평일+주말+공휴일)00:00~24:00,무료,해수욕,공용주차장+화장실+무료WIFI,서귀포시청,064-120,2022-09-30
화순리마을,서귀포시,안덕면,화순리,화순금모래해수욕장 담수풀장,해수욕장풀장,제주특별자치도 서귀포시 안덕면 화순해안로 66-13,제주특별자치도 서귀포시 안덕면 화순리 851-3,33.24102665,126.3314397,,,,,"용천수를 활용한 풀장이어서 물이 차갑지만, 소금끼 없는 깨끗한 물에서 바다를 바라보며 물놀이를 즐길 수 있어 인기가 좋음",동절기+간절기,(평일+주말+공휴일)10:00~19:00,무료,물놀이,공용주차장+현금결제+카드결제+화장실+무료WIFI,서귀포시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,갑선이오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산 2,33.36085811,126.7816587,252799,,,,"비고 83m의 말굽형 화구를 지닌 화산체로, 껍질을 미처 벗지 못한 매미의 굼벵이와 그 모습이 닮아 붙여진 명칭",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,설오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산1 ,33.3710606,126.7695443,273810,,,,"비고 98m의 말굽형 화구를 지닌 화산체로, 가시리를 통과하는 가마천이 오름 서측 화구를 휘돌아 흐름",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,따라비오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산62,33.38870473,126.7528573,448111,,,,"비고 107m의 복합형 화산체로, 3개의 굼부리가 이어진 모습이 특징",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,대록산(큰사슴이오름),오름,,제주특별자치도 서귀포시 표선면 가시리 산68,33.39913515,126.7295424,522097,,,,"대록산 정상에 올라가면 제주 동부권의 여러 오름을 조망할 수 있으며, 정석비행장에서의 연습용 항공기 이착륙을 볼 수 있는 오름",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,가문이오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산158-2,33.40213522,126.688208,116176,,,,"말굽형의 분화구를 하고 있는 가문이 오름은 흰 노루귀, 분홍 노루귀 등의 생소한 야생화가 자라고 있으며, 울창한 숲이 우거져 '신령스러운 산'이라는 의미도 포함함",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,구두리오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산158-2,33.40996192,126.6880403,451437,,,,"제동목장 관리사무소와 경주마육성목장 사이에 위치한 오름으로써, 꽤 높고 가파른 사면을 이루면서 동쪽으로 깊숙이 패이고, 아래쪽으로 좁게 비탈지면서 위쪽으로는 둥글고 넓적하게 우묵진 말굽형 화구를 이루는 것이 특징",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,마은이옆,오름,,제주특별자치도 서귀포시 표선면 가시리 산158,33.3917482,126.6642873,119062,,,,"비고 53m로 비교적 완만한 편이지만, 서쪽 기슭은 다소 가파르며, 전사면은 자연림이 숲을 이루고 있고, 오름 주위에는 복수초군락과 작은 계곡이 있음",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,번널오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산10,33.37432227,126.7458996,129713,,,,비고 62m로 정상에 오르면 가시리 조랑말체험공원의 풍경을 바라볼 수 있는 오름,,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,병곳오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산8,33.36703884,126.7483747,482903,,,,"비고 113m 말굽형 화구를 지닌 화산체로서, 병고악이라고도 불리는데, 이는 병의 주둥이와 같다 하여 붙여진 명칭",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,붉은오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산158,33.39986358,126.6795307,585044,,,,"비고 129m 원형화구를 지닌 화산체로서, 고려시대 삼별초 항쟁에서 여몽연합군과 싸우다 흘린 피가 흙의 색처럼 붉다고 하여 붙여진 명칭이라는 설이 있음",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,소록산,오름,,제주특별자치도 서귀포시 표선면 가시리 산 87-1,33.40057859,126.7227834,386069,,,,"비고 102m 말굽형 화구를 지닌 화산체로서, 소록산 알봉에서는 정석비행장의 풍경을 볼 수 있음",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,여문영아리,오름,,제주특별자치도 서귀포시 표선면 가시리 산145,33.38266068,126.6942341,600325,,,,"비고 134m 말굽형 화구를 지닌 화산체로서, 신령스러운 여인이 머리를 풀고 앉아있는 모습이라 해서 영아악이라고도 불림",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,쳇망오름,오름,,제주특별자치도 서귀포시 표선면 가시리 산158-2,33.39554247,126.6919412,140916,,,,"비고 55m 말굽형 화구를 지닌 화산체로서, 오름이 동쪽의 가시천을 바라보는 형국이라고 하여 한자 표기로 ‘천망악(川望岳)’이라고도 함",,,,등반,,제주시청,064-120,2022-09-30
가시리마을,서귀포시,표선면,가시리,정석항공관,전시관,제주특별자치도 서귀포시 표선면 녹산로 554,제주특별자치도 서귀포시 표선면 가시리 3795-2,33.39414938,126.7224719,9256.19,,,,1993 대전 엑스포 당시 대한항공의 미래항공관을 엑스포가 끝나자 1998년에 제주도 정석비행장 옆으로 그대로 옮긴 항공박물관,월요일+명절,(평일+주말+공휴일)09:00~17:00,무료,관람,공용화장실+공용주차장,(주)대한항공,064-783-9811,2022-09-30
가시리마을,서귀포시,표선면,가시리,조랑말체험공원,테마파크,제주특별자치도 서귀포시 표선면 녹산로 381-15,제주특별자치도 서귀포시 표선면 가시리 3149-33,33.38310427,126.7362876,,,,,"제주의 말 문화를 쉽고 재밌게 이해하고 체험할 수 있는 조랑말체험공원은 600년 목축 문화의 역사를 녹여 만든 조랑말박물관, 너른승마체험장, 마음카페 등을 운영하고 있음",연중무휴,(평일+주말+공휴일)09:00~18:00,12000원(승마체험A코스)+25000원(승마체험B코스)+50000원(목장산책+트랙)+100000원(1시간체험)+3000원(먹이주기체험1봉지),프로그램체험,공용화장실+공용주차장,가시리 마을회,064-787-1305,2022-09-30
가시리마을,서귀포시,표선면,가시리,붉은오름자연휴양림,휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73,제주특별자치도 서귀포시 표선면 가시리산 158,33.40149368,126.6753607,1900000,,,,"천연숲이 울창한 휴양지로 해맞이 숲길을 따라 말찻오름 정상에서 떠오르는 일출을 감상할 수 있으며, 목재문화체험장, 아로마 테라피실, 편백나무 체험실을 체험해 볼 수 있음",연중무휴,(평일+주말+공휴일)09:00~18:00,1000원(성인개인)+600원(청소년개인+군인)+800원(성인단체)+500원(청소년단체+군인),산책,공용화장실+공용주차장,서귀포시 산림휴양관리소,064-760-3481,2022-09-30
성읍1리마을,서귀포시,표선면,성읍1리,장자오름,오름,,제주특별자치도 서귀포시 표선면 성읍리 2759-1,33.38891703,126.7756235,,,,,노지 오름쪽을 머리로 남동으로 길게 누운 모습으로 세 단계의 기복으로 봉우리를 이루고 있는 오름,,,,등반,,제주시청,064-120,2022-09-30
성읍1리마을,서귀포시,표선면,성읍1리,영주산,오름,,제주특별자치도 서귀포시 표선면 성읍리 산15,33.4045686,126.7962391,,,,,"비고 176m의 말굽형 화구를 지닌 화산체로서, 높은 비고를 가졌기 때문에 정상에서의 조망권이 매우 좋음",,,,등반,,제주시청,064-120,2022-09-30
성읍1리마을,서귀포시,표선면,성읍1리,성읍무형문화재전수관,전시관,제주특별자치도 서귀포시 표선면 성읍정의현로 19,제주특별자치도 서귀포시 표선면 성읍리 775-1,33.38450521,126.8003108,,,,,성읍민속마을의 무형문화재전시관,,,,전시관,화장실+공용주차장,,,2022-09-30
성읍1리마을,서귀포시,표선면,성읍1리,성읍랜드,테마파크,제주특별자치도 서귀포시 표선면 번영로 2650,제주특별자치도 서귀포시 표선면 성읍리 2045-1,33.39858877,126.7869282,,,,,"승마, 카트 등의 레저체험이 가능한 테마파크",연중무휴,(평일+주말+공휴일)10:00~17:30,25000원(카트1인용)+35000원(카트2인용)+30000원(승마15분둘레코스+ATV15분기본코스)+40000원(승마20분더블코스)+60000원(승마30분고급외승트래킹)+120000원(승마1시간고급외승트래킹)+50000원(ATV30분고급투어코스),프로그램체험,화장실+공용주차장,성읍랜드,064-787-5324,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,낙타트래킹,관람+체험,제주특별자치도 서귀포시 표선면 번영로 2564-21,제주특별자치도 서귀포시 표선면 성읍리 2684,33.40269688,126.7786275,,,,,낙타트래킹 체험 및 낙타먹이주기 체험이 가능한 테마파크,,(평일+주말+공휴일)09:00-17:00,15000원(성인+청소년+어린이)+무료(36개월미만보호자동반시),프로그램체험,화장실+공용주차장,,064-787-2256,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,모지오름,오름,,제주특별자치도 서귀포시 표선면 성읍리산 22,33.39360076,126.7681708,,,,,"비고 86m의 말굽형 화산체이며, 굼부리 안에 알오름이 있음",,,,등반,,제주시청,064-120,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,좌보미오름,오름,,제주특별자치도 서귀포시 표선면 성읍리 산6,33.43609462,126.8067847,,,,,"비고 112m의 말굽형(남향)화구를 지닌 화산체로서, 5개의 큰 봉우리가 서로 연결되어 하나의 기형적 형태의 커다란 산체를 형성한 형태임",,,,등반,,제주시청,064-120,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,백약이오름,오름,,제주특별자치도 서귀포시 표선면 성읍리 산1,33.43679951,126.7897733,,,,,약초가 많이 자생하고 있다고 하여 백약이오름,,,,등반,,제주시청,064-120,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,개오름,오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162,제주특별자치도 서귀포시 표선면 성읍리 2974,33.42257873,126.7718543,,,,,모양이 개모양 같다고 하여 붙여진 개오름,,,,등반,공용주차장,제주시청,064-120,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,목장카페 드르쿰다,테마파크,제주특별자치도 서귀포시 표선면 번영로 2454,제주특별자치도 서귀포시 표선면 성읍리 2873,33.40946197,126.770346,,,,,레저와 카페를 모두 한 곳에 담은 초대형 목장카페,연중무휴,(평일+주말+공휴일)10:00~18:00,9000원(사격30발)+30000원(승마B코스)+38000원(승마A코스)+15000원(카트1인승+승마C코스),프로그램체험,화장실+공용주차장,드르쿰다,064-787-5220,2022-09-30
성읍2리마을,서귀포시,표선면,성읍2리,다이다믹메이즈 제주,테마파크,제주특별자치도 서귀포시 표선면 번영로 2644,제주특별자치도 서귀포시 표선면 성읍리 2381,33.39913816,126.7852768,,,,,미로속에서 차원을 넘나들며 역동적인 체험을 즐길 수 있는 실내 프로그램,공휴일,(평일+주말)09:00~18:00,14000원(다이나믹메이즈Ep.3)+10000원(레벨2)+19000원(패키지)+9000원(도민다이나믹메이즈Ep.3)+8000원(도민레벨2)+13000원(도민패키지),프로그램체험,화장실+공용주차장,다이다믹메이즈 제주,064-787-8774,2022-09-30
세화2리마을,서귀포시,표선면,세화2리,매오름,오름,,제주특별자치도 서귀포시 표선면 세화리 산 7,33.31763213,126.8136028,353972,,,,"오름의 생김새가 날아오르기 위해 잔뜩 웅크린 매의 형상을 닮았다 하여 매봉, 매오름이라고 부름, 오름에는 주로 소나무와 삼나무가 조림되어 있고 최근에는 산책로가 새로 개설되고 체력단련 기구도 설치되어 매봉을 오르는 등산객의 수가 점차 늘어나고 있음",연중무휴,,무료,등산,,제주도청,064-120,2022-09-30
알토산마을,서귀포시,표선면,토산2리,토산봉,오름,,제주특별자치도 서귀포시 표선면 토산리 산 13,33.32200741,126.77427,,,,,토산리에 있는 도보로 올라가기 좋은 오름,연중무휴,,무료,도보여행,,제주도청,064-120,2022-09-30
알토산마을,서귀포시,표선면,토산2리,가세오름,오름,,제주특별자치도 서귀포시 표선면 토산리 산 5,33.33014595,126.7813272,,,,,탐방의 소소한 재미를 주는 가세오름,연중무휴,,무료,도보여행,,제주도청,064-120,2022-09-30
알토산마을,서귀포시,표선면,토산2리,알오름,오름,,제주특별자치도 서귀포시 표선면 토산리 산 11,33.32788094,126.7776999,,,,,올레 1코스의 한 부분으로 관광객들이 자주 찾는 가볍게 걷기 좋은 오름,연중무휴,,무료,도보여행,,제주도청,064-120,2022-09-30
표선리마을,서귀포시,표선면,표선리,제주민속촌,민속촌,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도 서귀포시 표선면 표선리 40-1,33.32237839,126.8423107,,2001-04-13,,,"제주민속촌은 제주의 문화유산을 원형 그대로 보존하기 위해 19세기 기준 연대로 산촌, 중산간촌, 어촌, 토속신앙을 비롯하여 제주영문과 유배소 등을 전문가의 고증을 통해 구성한 박물관임, 특히 100여 채에 달하는 옛 제주 사람들이 실제 거주했던 가옥들을 전시되어 있으며, 이 가옥 곳곳에서는 민속공예 장인들이 옛 솜씨를 되살리기 위해 노력하고 있음",연중무휴,(평일+주말+공휴일)08:30~19:00,12000원(성인)+10000원(경로)+9000원(청소년+군경)+8000원(어린이),관람,주차장+예약+반려동물동반+화장실+장애인편의시설,제주민속촌,064-787-4501,2022-09-30
표선리마을,서귀포시,표선면,표선리,제주허브동산,식물원,제주특별자치도 서귀포시 표선면 돈오름로 170,제주특별자치도 서귀포시 표선면 표선리 2608,33.33039253,126.8151813,,2009-07-14,,,"2만6천평의 허브동산 속에 약 150여 종의 허브와 우리 산하의 야생화가 채워진 각양각색의 정원과 작은 동산들, 그리고 2,000여 평의 체험감귤 농장 등 다양한 형태의 테마공원이 조성되어 있음, 또한 허브동산을 휘어감은 산책로, 허브샵, 카페 등 연인들의 최고 데이트코스로, 가족사랑의 공간으로 손색이 없음",연중무휴,(평일+주말+공휴일)09:00~22:00,12000원(성인)+10000원(청소년)+9000원(어린이),관람,단체석+주차장+예약+무료WIFI+반려동물동반+화장실+장애인편의시설,제주허브동산,064-787-7362,2022-09-30
표선리마을,서귀포시,표선면,표선리,표선해수욕장,해변,,제주특별자치도 서귀포시 표선면 표선리,33.32749334,126.8374227,,,,,원형의 백사장을 가진 야영에 적합한 해수욕장,연중무휴,,무료,해변,화장실+샤워장,제주도청,064-120,2022-09-30
하천리마을,서귀포시,표선면,하천리,세계술박물관,박물관,제주특별자치도 서귀포시 표선면 한마음초등로 431,제주특별자치도 서귀포시 표선면 하천리 1814-1,33.35396909,126.8175918,,2015-12-02,,,"세계 술 박물관은 그동안 만들어졌던 다양한 종류의 술들을 보존하며, 그 술들에 관해 한 공간에서 볼 수 있는 박물관",연중무휴,(평일+주말+공휴일)09:00~18:00,7000원(성인)+5000원(경로+청소년)+2000원(초등학생),관람,주차장+예약+화장실+장애인편의시설,세계술박물관,064-787-9500,2022-09-30
하효마을,서귀포시,하효동,없음,쇠소깍,계곡,제주특별자치도 서귀포시 쇠소깍로 104,제주특별자치도 서귀포시 하효동 990-1,33.25423312,126.6224481,47130,2011-06-30,,,물놀이와 레저체험을 할 수 있는 계곡,연중무휴,(평일+주말+공휴일+하절기)09:00~18:00+(평일+주말+공휴일+동절기)09:00~17:00,8000원(테우성인)+5000원(테우어린이)+20000원(전통조각배성인)+25000원(전통조각배 성인2인+어린이1인),물놀이+테우체험,공용주차장+현금결제+카드결제+화장실+편의점+음료대+유도 및 안내시설,서귀포시청,064-120,2022-09-30
하효마을,서귀포시,하효동,없음,쇠소깍 해변,해변,,제주특별자치도 서귀포시 하효동 997-3,33.25132924,126.6229864,,,,180,쇠소깍 근처의 해수욕장(7~8월 운영),동절기+간절기,(평일+주말+공휴일+하절기)00:00~24:00,무료,물놀이,샤워실+탈의실+화장실+급수대+매점+파라솔,서귀포시청,064-120,2022-09-30
호근동마을,서귀포시,호근동,없음,서귀포 치유의숲,숲,제주특별자치도 서귀포시 산록남로 2271,제주특별자치도 서귀포시 호근동 산 4,33.29192486,126.5278876,174000000,2016-06-26,600,78,산림의 다양한 환경요소를 활용할 수 있도록 조성한 산림,연중무휴,(평일+주말+공휴일+하절기)09:00~18:00+(평일+주말+공휴일+동절기)09:00~17:00,1000원(성인)+600원(청소년+군인)+800원(성인단체),산림프로그램 체험,공용주차장+화장실+쉼터,제주도청,064-120,2022-09-30
호근동마을,서귀포시,호근동,없음,각시바우오름,오름,,제주특별자치도 서귀포시 호근동 2112,33.27674835,126.5261284,585988,,,,"정상부는 서귀포 앞바다를 전망 가능, 주변 좋은 경치로 예로부터 선비들이 풍류를 즐긴 곳",연중무휴, ,무료,등산,,제주도청,064-120,2022-09-30
호근동마을,서귀포시,호근동,없음,돔베낭골,자연명소,,제주특별자치도 서귀포시 호근동,33.23950366,126.5330891,,,,57,돔베를 닮은 해안절벽,연중무휴,,무료,자연관광,공용주차장+화장실,제주도청,064-120,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,제주김녕미로공원,공원+수목원,제주특별자치도 제주시 구좌읍 만장굴길 122,제주특별자치도 제주시 구좌읍 김녕리 산16,33.53652873,126.7722364,13200,,,,"우리나라 최초의 미로공원, 제주도를 상징하는 독창적인 디자인을 고안하여 남녀노소 즐길 수 있는 공간",연중무휴,(평일+주말)09:00~17:50,6600원(성인개인)+5500원(청소년개인+경로개인+유공자개인+경증장애인개인+제주도민개인+사병군인개인+성인단체)+4400원(어린이개인+청소년단체+경로단체+유공자단체+경증장애인단체+제주도민단체+사병군인단체)+무료(중증장애인+75세이상),공원 탐방,주차장+무료WIFI+유아시설(놀이방)+화장실+장애인편의시설,제주김녕미로공원,064-782-9266,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕사굴,동굴,,제주특별자치도 제주시 구좌읍 김녕리 201-4,33.54388265,126.7754742,,,,,1962년 12월 3일 만장굴과 함께 천연기념물 제98호로 지정됨,,,,동굴 방문 ,,김녕사굴,064-783-5412,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,제주어른이집,레저+테마,제주특별자치도 제주시 구좌읍 김녕로4길 30,제주특별자치도 제주시 구좌읍 김녕리 2540,33.55264572,126.7439009,,,,,어른 아이 상관없이 누구나 즐길 수 있는 복합놀이문화공간,월요일,(평일+주말)10:00~22:00,,레저 ,단체석+주차장+포장+배달+예약+무료WIFI+화장실,제주어른이집,0507-1368-4718,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕금속공예벽화마을,문화거리,,제주특별자치도 제주시 구좌읍 김녕리 4026,33.55763916,126.7476148,,,,,‘다시방 프로젝트’에 의해 10명의 예술가들이 버려지는 금속 제품과 제주의 현무암을 이용하여 벽화 마을로 탈바꿈함,연중무휴,(평일+주말+공휴일)00:00~24:00,,예술+경관 구경,,제주특별자치도 제주시 구좌읍 김녕리사무소,064-783-5040,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,묘산봉오름,오름,,제주특별자치도 제주시 구좌읍 김녕리 2723,33.54366746,126.744681,157609,,,,고양이가 누워있는 것처럼 보이는 오름,,,,오름 등반,,제주도청,064-120,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,입산봉(삿갓오름),오름,,제주특별자치도 제주시 구좌읍 김녕리 1037-2,33.54756695,126.7582016,314656,,,,산모양이 마치 삿갓을 뒤집어 놓은 것과 같이 보인다 하여 삿갓오름 또는 입산봉이라 불림,,,,오름 등반,,제주도청,064-120,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,청굴물,자연물,,제주특별자치도 제주시 구좌읍 김녕리 1296-1,33.55829321,126.7511531,,,,,용천수로써 김녕 해수욕장과 김녕 금속공예마을 사이에 위치한 물놀이 장소,,,,물놀이 ,,,,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕성세기해변인증센터,자전거길,제주특별자치도 제주시 구좌읍 해맞이해안로 9,제주특별자치도 제주시 구좌읍 김녕리 497-4,33.55685446,126.759923,,,,,김녕해수욕장 입구 쪽 주차장에 위치한 자전거여행 인증센터,,,,자전거 타기,,,,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕항,항구,,제주특별자치도 제주시 구좌읍 김녕리 4211,33.55977253,126.7373134,,,,,맑고 푸른 바다와 다양한 형태의 기암절벽이 조화를 이루고 있는 경관을 볼 수 있는 곳,,,,,,,,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,김녕해수욕장,해수욕장+해변,,제주특별자치도 제주시 구좌읍 김녕리 497-4,33.5574303,126.7593156,49000,,,200,코발트 빛 바다와 질 좋은 모래사장,동절기+간절기,,,물놀이+수상 레저,공용주차장+화장실+흡연구역+편의점+음료대+유도 및 안내시설,김녕해수욕장,064-728-3988,2022-09-30
김녕리마을,제주시,구좌읍,김녕리,세기알 해변,해수욕장+해변,,제주특별자치도 제주시 구좌읍 김녕리 1200-5,33.55789842,126.7555049,,,,,김녕해수욕장으로부터 500m이내에 스노클링 장소로 유명한 곳,,,,물놀이+스노클링 ,,제주시청,064-120,2022-09-30
덕천리마을,제주시,구좌읍,덕천리,덕천리 팔자 좋아 길,마을길,,제주특별자치도 제주시 구좌읍 덕천리 산77-1,33.4826077,126.7462832,,,,,"웃못연못을 시작으로 숲터널, 사근이오름을 거쳐 상덕천삼거리, 북오름굴 고사리 밭, 주체오름까지 돌아보고 다시 삼덕천삼거리로 돌아오는 8자 모양의 길",,,,숲길 산책,,제주특별자치도 제주시 구좌읍 덕천리사무소,064-783-5965,2022-09-30
덕천리마을,제주시,구좌읍,덕천리,북오름,오름,,제주특별자치도 제주시 구좌읍 덕천리 산 69,33.48728788,126.7401714,168850,,,,"제주특별자치도 제주시 구좌읍 덕천리에 있는 오름, 명칭은 오름의 형상이 북을 닮은 데에서 유래함",,,,오름 등반 ,,제주도청,064-120,2022-09-30
덕천리마을,제주시,구좌읍,덕천리,어대오름,오름,,제주특별자치도 제주시 구좌읍 덕천리 509-1,33.49564902,126.7608319,117905,,,,"기생 화산, 제주특별자치도 제주시 구좌읍 덕천리에 있는 오름, 어두름 또는 어대악(御帶岳, 魚岱岳)이라고도 함",,,,오름 등반 ,,제주도청,064-120,2022-09-30
